GCIN,period,Slope/AI,CTI,CTIW
476,dormant,0.0910825135294112,0.00481512979334263,0.00350171324224416
476,growing,0.0910825135294112,0.00481512979334263,0.00350171324224416
477,dormant,0.0968530597521768,0.00625263427311802,0.00446264212996371
477,growing,0.0968530597521768,0.00625263427311802,0.00446264212996371
478,dormant,0.0762049542430435,0.00463639654539166,0.00341892248877115
478,growing,0.0762049542430435,0.00463639654539166,0.00341892248877115
479,dormant,0.0501680690315027,0.00289748620119052,0.0020334459275588
479,growing,0.0501680690315027,0.00289748620119052,0.0020334459275588
480,dormant,0.16182766387509,0.00654117977839719,0.00502006754091928
480,growing,0.16182766387509,0.00654117977839719,0.00502006754091928
481,dormant,0.15194509348365,0.00632192440352159,0.00460805722308905
481,growing,0.15194509348365,0.00632192440352159,0.00460805722308905
482,dormant,0.130760609483817,0.00585232548525095,0.00444313841077979
482,growing,0.130760609483817,0.00585232548525095,0.00444313841077979
483,dormant,0.0366539635691105,0.00360729616445368,0.00256819529230556
483,growing,0.0366539635691105,0.00360729616445368,0.00256819529230556
484,dormant,0.053141600097126,0.0138879482116003,0.0104623386421027
484,growing,0.053141600097126,0.0138879482116003,0.0104623386421027
485,dormant,0.0528159064917922,0.0140062182389064,0.0106343508850956
485,growing,0.0528159064917922,0.0140062182389064,0.0106343508850956
486,dormant,0.0594852594270476,0.0143702484467008,0.0107013416635571
486,growing,0.0594852594270476,0.0143702484467008,0.0107013416635571
487,dormant,0.0600821233823444,0.0134982745542569,0.0101298526709542
487,growing,0.0600821233823444,0.0134982745542569,0.0101298526709542
488,dormant,0.0483642934848889,0.00806054542349417,0.0057370821934979
488,growing,0.0483642934848889,0.00806054542349417,0.0057370821934979
489,dormant,0.0551703940738867,0.00961577474033133,0.00705592311335363
489,growing,0.0551703940738867,0.00961577474033133,0.00705592311335363
490,dormant,0.0556922723585543,0.00947589609465557,0.00695541480574944
490,growing,0.0556922723585543,0.00947589609465557,0.00695541480574944
491,dormant,0.0362591373436679,0.00717046176572713,0.00530274585953591
491,growing,0.0362591373436679,0.00717046176572713,0.00530274585953591
492,dormant,0.0470676496724801,0.00786924027705011,0.0056403388871024
492,growing,0.0470676496724801,0.00786924027705011,0.0056403388871024
493,dormant,0.0407279469013142,0.00641709464050103,0.00444462702559293
493,growing,0.0407279469013142,0.00641709464050103,0.00444462702559293
494,dormant,0.0373859756112097,0.00469520322966723,0.00330954827366682
494,growing,0.0373859756112097,0.00469520322966723,0.00330954827366682
495,dormant,0.111337702788904,0.0305737848069614,0.023863145336581
495,growing,0.111337702788904,0.0305737848069614,0.023863145336581
496,dormant,0.0947656950088167,0.0233345118390095,0.0183509571702957
496,growing,0.0947656950088167,0.0233345118390095,0.0183509571702957
497,dormant,0.0960721515991482,0.0212784886209923,0.0167534184087868
497,growing,0.0960721515991482,0.0212784886209923,0.0167534184087868
498,dormant,0.0900032984207725,0.0209807996596899,0.0166113920802888
498,growing,0.0900032984207725,0.0209807996596899,0.0166113920802888
499,dormant,0.0713391799777232,0.0153672816625899,0.0121826947056193
499,growing,0.0713391799777232,0.0153672816625899,0.0121826947056193
500,dormant,0.0937197087807872,0.0169280169981498,0.0129118526739075
500,growing,0.0937197087807872,0.0169280169981498,0.0129118526739075
501,dormant,0.0758637582249426,0.0132027790949062,0.0101626127489783
501,growing,0.0758637582249426,0.0132027790949062,0.0101626127489783
502,dormant,0.0775264204220212,0.0137263089639529,0.0108718700931855
502,growing,0.0775264204220212,0.0137263089639529,0.0108718700931855
503,dormant,0.0621992218264402,0.0144911244064361,0.011984241754882
503,growing,0.0621992218264402,0.0144911244064361,0.011984241754882
504,dormant,0.0512632070769227,0.0103349815743505,0.00820783457306887
504,growing,0.0512632070769227,0.0103349815743505,0.00820783457306887
505,dormant,0.0469324439428742,0.0062836684922269,0.00500271203542146
505,growing,0.0469324439428742,0.0062836684922269,0.00500271203542146
506,dormant,0.0453901983732988,0.00743484021707261,0.00593550887170982
506,growing,0.0453901983732988,0.00743484021707261,0.00593550887170982
507,dormant,0.0334423134902681,0.0069591923998399,0.00478200234226396
507,growing,0.0334423134902681,0.0069591923998399,0.00478200234226396
508,dormant,0.0703287278869984,0.010621868469068,0.00797285057370083
508,growing,0.0703287278869984,0.010621868469068,0.00797285057370083
509,dormant,0.0630645547153746,0.0105874242524983,0.00803217158682246
509,growing,0.0630645547153746,0.0105874242524983,0.00803217158682246
510,dormant,0.0558297047659933,0.00923732537078489,0.00756109418645994
510,growing,0.0558297047659933,0.00923732537078489,0.00756109418645994
511,dormant,0.343754872168767,0.0191265894659941,0.0149110752121047
511,growing,0.343754872168767,0.0191265894659941,0.0149110752121047
512,dormant,0.217948866556473,0.00986752810670667,0.00732725371858061
512,growing,0.217948866556473,0.00986752810670667,0.00732725371858061
513,dormant,0.575942713595147,0.0326773248663478,0.0274747993593778
513,growing,0.575942713595147,0.0326773248663478,0.0274747993593778
514,dormant,0.502313704324812,0.0266755336005094,0.0217518164089157
514,growing,0.502313704324812,0.0266755336005094,0.0217518164089157
515,dormant,0.372615180694663,0.0194368456213027,0.0149552778467492
515,growing,0.372615180694663,0.0194368456213027,0.0149552778467492
516,dormant,0.23528243234123,0.0105321180657883,0.00753778638132841
516,growing,0.23528243234123,0.0105321180657883,0.00753778638132841
517,dormant,0.228717992660659,0.01016302004502,0.0072335156331358
517,growing,0.228717992660659,0.01016302004502,0.0072335156331358
518,dormant,0.298918096898691,0.0138244999355593,0.0106474670116922
518,growing,0.298918096898691,0.0138244999355593,0.0106474670116922
519,dormant,0.173317272883468,0.00634484065762998,0.00441769643238445
519,growing,0.173317272883468,0.00634484065762998,0.00441769643238445
520,dormant,0.169377617880799,0.00593625578136932,0.00413321270023392
520,growing,0.169377617880799,0.00593625578136932,0.00413321270023392
521,dormant,0.18283425474421,0.0124936780471868,0.00878805465553485
521,growing,0.18283425474421,0.0124936780471868,0.00878805465553485
522,dormant,0.174125870442562,0.0109894608840719,0.00770329847641834
522,growing,0.174125870442562,0.0109894608840719,0.00770329847641834
523,dormant,0.187018425544692,0.00963745034155274,0.00664293594429129
523,growing,0.187018425544692,0.00963745034155274,0.00664293594429129
524,dormant,0.154490812257558,0.00734467185076566,0.00496779868958892
524,growing,0.154490812257558,0.00734467185076566,0.00496779868958892
525,dormant,0.163026056685556,0.00893584405268634,0.00616611218328963
525,growing,0.163026056685556,0.00893584405268634,0.00616611218328963
526,dormant,0.139645194996465,0.00750992968242815,0.00512796667467947
526,growing,0.139645194996465,0.00750992968242815,0.00512796667467947
527,dormant,0.120370395262421,0.00492219256350965,0.00329647856767477
527,growing,0.120370395262421,0.00492219256350965,0.00329647856767477
528,dormant,0.157939210447583,0.00714627123509364,0.00491821399209389
528,growing,0.157939210447583,0.00714627123509364,0.00491821399209389
529,dormant,0.148249124528442,0.00536691283146562,0.00368954890918455
529,growing,0.148249124528442,0.00536691283146562,0.00368954890918455
530,dormant,0.142174390991017,0.00511332968451517,0.00352686249035169
530,growing,0.142174390991017,0.00511332968451517,0.00352686249035169
531,dormant,0.325651594267658,0.0377224744819349,0.0301140431881209
531,growing,0.325651594267658,0.0377224744819349,0.0301140431881209
532,dormant,0.415654411605048,0.0278733769302172,0.0220719350877923
532,growing,0.415654411605048,0.0278733769302172,0.0220719350877923
533,dormant,0.404613520695581,0.0313814722962493,0.025353392872111
533,growing,0.404613520695581,0.0313814722962493,0.025353392872111
534,dormant,0.447312099324141,0.0248782259316488,0.019421882820538
534,growing,0.447312099324141,0.0248782259316488,0.019421882820538
535,dormant,0.434283191117393,0.0217812913460166,0.0168418181719199
535,growing,0.434283191117393,0.0217812913460166,0.0168418181719199
536,dormant,0.407633147346039,0.0295892532614456,0.0235309790343564
536,growing,0.407633147346039,0.0295892532614456,0.0235309790343564
537,dormant,0.351986710813006,0.019727911324287,0.0154307721697102
537,growing,0.351986710813006,0.019727911324287,0.0154307721697102
538,dormant,0.384525013737793,0.0374126581565276,0.0295200668821505
538,growing,0.384525013737793,0.0374126581565276,0.0295200668821505
539,dormant,0.399677182934818,0.0363193036392085,0.0282962258296432
539,growing,0.399677182934818,0.0363193036392085,0.0282962258296432
540,dormant,0.351055980914647,0.0296053816018461,0.0232561144515293
540,growing,0.351055980914647,0.0296053816018461,0.0232561144515293
541,dormant,0.265002966550766,0.0210010955459717,0.0158896424605454
541,growing,0.265002966550766,0.0210010955459717,0.0158896424605454
542,dormant,0.244599060994019,0.0140225397346676,0.0104722063592235
542,growing,0.244599060994019,0.0140225397346676,0.0104722063592235
543,dormant,0.294201048756651,0.0178013543044489,0.0137833497733749
543,growing,0.294201048756651,0.0178013543044489,0.0137833497733749
544,dormant,0.323437097996075,0.012821953802048,0.00983833886905781
544,growing,0.323437097996075,0.012821953802048,0.00983833886905781
545,dormant,0.382666224968045,0.014900196533964,0.0114691707079131
545,growing,0.382666224968045,0.014900196533964,0.0114691707079131
546,dormant,0.282746566594413,0.0109885681195156,0.00798289116879201
546,growing,0.282746566594413,0.0109885681195156,0.00798289116879201
547,dormant,0.289021521434013,0.0107670763765929,0.00813577811212497
547,growing,0.289021521434013,0.0107670763765929,0.00813577811212497
548,dormant,0.152148161949168,0.00502721795728871,0.00343236587308509
548,growing,0.152148161949168,0.00502721795728871,0.00343236587308509
549,dormant,0.175947874299437,0.0074776794343831,0.00543573266716161
549,growing,0.175947874299437,0.0074776794343831,0.00543573266716161
550,dormant,0.135147949635405,0.0051975092294626,0.00383580599174972
550,growing,0.135147949635405,0.0051975092294626,0.00383580599174972
551,dormant,0.119424080720377,0.00513844525265349,0.00387567311178433
551,growing,0.119424080720377,0.00513844525265349,0.00387567311178433
552,dormant,0.0666683410705552,0.008277213293317,0.00631721743151151
552,growing,0.0666683410705552,0.008277213293317,0.00631721743151151
553,dormant,0.156840448058226,0.00640390411938815,0.00485611305595637
553,growing,0.156840448058226,0.00640390411938815,0.00485611305595637
554,dormant,0.134489506585679,0.0057250462047181,0.00420514550464949
554,growing,0.134489506585679,0.0057250462047181,0.00420514550464949
555,dormant,0.168428444885369,0.0118827625131295,0.00869657093757515
555,growing,0.168428444885369,0.0118827625131295,0.00869657093757515
556,dormant,0.0534575388847703,0.00387362943482925,0.00278113462473503
556,growing,0.0534575388847703,0.00387362943482925,0.00278113462473503
557,dormant,0.0523738478545478,0.0038245301473914,0.00278607297855732
557,growing,0.0523738478545478,0.0038245301473914,0.00278607297855732
558,dormant,0.0743538356133664,0.00875437023683623,0.00587581459963923
558,growing,0.0743538356133664,0.00875437023683623,0.00587581459963923
559,dormant,0.159458277917005,0.0396879385812825,0.0292237689826657
559,growing,0.159458277917005,0.0396879385812825,0.0292237689826657
560,dormant,0.204377752095703,0.0219211236976793,0.0160284284121676
560,growing,0.204377752095703,0.0219211236976793,0.0160284284121676
561,dormant,0.192540807084219,0.0219289621295348,0.0158557546516264
561,growing,0.192540807084219,0.0219289621295348,0.0158557546516264
562,dormant,0.245250122979174,0.0314271401204603,0.0236132883418759
562,growing,0.245250122979174,0.0314271401204603,0.0236132883418759
563,dormant,0.0681868887094403,0.00525250861405935,0.00384211278250638
563,growing,0.0681868887094403,0.00525250861405935,0.00384211278250638
564,dormant,0.041387931314052,0.00832735563500962,0.0068133765144751
564,growing,0.041387931314052,0.00832735563500962,0.0068133765144751
565,dormant,0.0514969579425869,0.0133286560865679,0.00883305852516617
565,growing,0.0514969579425869,0.0133286560865679,0.00883305852516617
566,dormant,0.202560795468778,0.073756987355592,0.0598806727853027
566,growing,0.202560795468778,0.073756987355592,0.0598806727853027
567,dormant,0.14645614725303,0.0654996135991146,0.0447758681007716
567,growing,0.14645614725303,0.0654996135991146,0.0447758681007716
568,dormant,0.0651957749276827,0.012985372901443,0.00883445539430379
568,growing,0.0651957749276827,0.012985372901443,0.00883445539430379
569,dormant,0.0399705573119305,0.0105382304660448,0.00712551085975277
569,growing,0.0399705573119305,0.0105382304660448,0.00712551085975277
570,dormant,0.137218798941154,0.0682633531478125,0.0383110655421397
570,growing,0.137218798941154,0.0682633531478125,0.0383110655421397
571,dormant,0.114791630943621,0.0597142468061423,0.0353038848644647
571,growing,0.114791630943621,0.0597142468061423,0.0353038848644647
572,dormant,0.108337538491202,0.0552439181789036,0.0326559610539425
572,growing,0.108337538491202,0.0552439181789036,0.0326559610539425
573,dormant,0.151150553363318,0.0855410971199535,0.0524946497271454
573,growing,0.151150553363318,0.0855410971199535,0.0524946497271454
574,dormant,0.127727209401988,0.0752376325177803,0.0464442450732493
574,growing,0.127727209401988,0.0752376325177803,0.0464442450732493
575,dormant,0.0396943332647509,0.0102453105499363,0.00666780401279824
575,growing,0.0396943332647509,0.0102453105499363,0.00666780401279824
576,dormant,0.0977129006564285,0.0568855015885653,0.0327698380996544
576,growing,0.0977129006564285,0.0568855015885653,0.0327698380996544
577,dormant,0.122618544040633,0.0604396121520119,0.0260528849374513
577,growing,0.122618544040633,0.0604396121520119,0.0260528849374513
578,dormant,0.103764494533447,0.0555567992202272,0.0234348165437686
578,growing,0.103764494533447,0.0555567992202272,0.0234348165437686
579,dormant,0.0650585410996379,0.0339011958015218,0.0156368035135454
579,growing,0.0650585410996379,0.0339011958015218,0.0156368035135454
580,dormant,0.0208562335347134,0.00837423298113764,0.0055009001430444
580,growing,0.0208562335347134,0.00837423298113764,0.0055009001430444
581,dormant,0.0427268109679283,0.0208818005997692,0.014256253019639
581,growing,0.0427268109679283,0.0208818005997692,0.014256253019639
582,dormant,0.182356019412302,0.13314414061992,0.0838301559283575
582,growing,0.182356019412302,0.13314414061992,0.0838301559283575
583,dormant,0.17980484424164,0.131333497000909,0.0825354893290132
583,growing,0.17980484424164,0.131333497000909,0.0825354893290132
584,dormant,0.19941032863689,0.1459505320929,0.0952389065351975
584,growing,0.19941032863689,0.1459505320929,0.0952389065351975
585,dormant,0.203659898899692,0.147679295523232,0.0940251601660143
585,growing,0.203659898899692,0.147679295523232,0.0940251601660143
586,dormant,0.20184843680708,0.128806258210011,0.0892863784707621
586,growing,0.20184843680708,0.128806258210011,0.0892863784707621
587,dormant,0.199646240222508,0.140282810551097,0.0898750288974557
587,growing,0.199646240222508,0.140282810551097,0.0898750288974557
588,dormant,0.194173465840605,0.133107697105689,0.0822729015379245
588,growing,0.194173465840605,0.133107697105689,0.0822729015379245
589,dormant,0.187693941065582,0.128273731134025,0.082355453467207
589,growing,0.187693941065582,0.128273731134025,0.082355453467207
590,dormant,0.0677616979704095,0.0482566491905556,0.0294283769131558
590,growing,0.0677616979704095,0.0482566491905556,0.0294283769131558
591,dormant,0.0497169303519351,0.0293237972402853,0.0180554178151678
591,growing,0.0497169303519351,0.0293237972402853,0.0180554178151678
592,dormant,0.0421275375990375,0.0247997314162382,0.0158951901722193
592,growing,0.0421275375990375,0.0247997314162382,0.0158951901722193
593,dormant,0.0429833735098263,0.0259603596461064,0.0163388930202048
593,growing,0.0429833735098263,0.0259603596461064,0.0163388930202048
594,dormant,0.228547974643184,0.171039544760412,0.111005284258003
594,growing,0.228547974643184,0.171039544760412,0.111005284258003
595,dormant,0.25352538335466,0.191601423787954,0.128903375958585
595,growing,0.25352538335466,0.191601423787954,0.128903375958585
596,dormant,0.253969433926921,0.190692399549386,0.127085172038675
596,growing,0.253969433926921,0.190692399549386,0.127085172038675
597,dormant,0.26884446224255,0.195205820659222,0.127556526652235
597,growing,0.26884446224255,0.195205820659222,0.127556526652235
598,dormant,0.236739702749425,0.171338344005764,0.108297007651469
598,growing,0.236739702749425,0.171338344005764,0.108297007651469
599,dormant,0.113223840170326,0.076828902532497,0.0371033926118586
599,growing,0.113223840170326,0.076828902532497,0.0371033926118586
600,dormant,0.207460912112422,0.14978924810929,0.094405216335547
600,growing,0.207460912112422,0.14978924810929,0.094405216335547
601,dormant,0.199768768639685,0.144590910990892,0.0910110725068574
601,growing,0.199768768639685,0.144590910990892,0.0910110725068574
602,dormant,0.0753496917614674,0.0576979691677341,0.026233144012791
602,growing,0.0753496917614674,0.0576979691677341,0.026233144012791
603,dormant,0.072968946305451,0.0564935158554812,0.0299377203070884
603,growing,0.072968946305451,0.0564935158554812,0.0299377203070884
604,dormant,0.156534444409884,0.115556853317328,0.069553012441693
604,growing,0.156534444409884,0.115556853317328,0.069553012441693
605,dormant,0.141571084412465,0.105780813672545,0.0634144169765125
605,growing,0.141571084412465,0.105780813672545,0.0634144169765125
606,dormant,0.157248617660182,0.0916299971115299,0.0731176315934039
606,growing,0.157248617660182,0.0916299971115299,0.0731176315934039
607,dormant,0.18146411815266,0.106426099425423,0.0726343096643567
607,growing,0.18146411815266,0.106426099425423,0.0726343096643567
608,dormant,0.175375720227819,0.102915253242282,0.0710871122113071
608,growing,0.175375720227819,0.102915253242282,0.0710871122113071
609,dormant,0.150385110958313,0.0888055480281043,0.0608092227175494
609,growing,0.150385110958313,0.0888055480281043,0.0608092227175494
610,dormant,0.161601285694142,0.103965102472722,0.0768343542640347
610,growing,0.161601285694142,0.103965102472722,0.0768343542640347
611,dormant,0.152878885349458,0.0988544366545572,0.0711680310263062
611,growing,0.152878885349458,0.0988544366545572,0.0711680310263062
612,dormant,0.130658045949552,0.080810149194275,0.059516446604326
612,growing,0.130658045949552,0.080810149194275,0.059516446604326
613,dormant,0.215531138264939,0.157760266578009,0.107059775108917
613,growing,0.215531138264939,0.157760266578009,0.107059775108917
614,dormant,0.200078876028696,0.151556030123371,0.104924722775807
614,growing,0.200078876028696,0.151556030123371,0.104924722775807
615,dormant,0.157406462103015,0.133277209772788,0.0817416187729218
615,growing,0.157406462103015,0.133277209772788,0.0817416187729218
616,dormant,0.178922986207443,0.146438453756405,0.0795378292364391
616,growing,0.178922986207443,0.146438453756405,0.0795378292364391
617,dormant,0.221917516983301,0.189213285786774,0.111710226758575
617,growing,0.221917516983301,0.189213285786774,0.111710226758575
618,dormant,0.188102492127519,0.154454975744651,0.0922457176795649
618,growing,0.188102492127519,0.154454975744651,0.0922457176795649
619,dormant,0.194629941803291,0.159137681957378,0.101380593319288
619,growing,0.194629941803291,0.159137681957378,0.101380593319288
620,dormant,0.337282082415753,0.286542643445305,0.220071225705959
620,growing,0.337282082415753,0.286542643445305,0.220071225705959
621,dormant,0.288738983320156,0.251500406294447,0.184007359407519
621,growing,0.288738983320156,0.251500406294447,0.184007359407519
622,dormant,0.288314437810146,0.247945936906706,0.169839390818743
622,growing,0.288314437810146,0.247945936906706,0.169839390818743
623,dormant,0.132405296305441,0.118228663283765,0.0706643764002098
623,growing,0.132405296305441,0.118228663283765,0.0706643764002098
624,dormant,0.43446447043388,0.346613681029684,0.250697646584295
624,growing,0.43446447043388,0.346613681029684,0.250697646584295
625,dormant,0.432250672736891,0.329601650728482,0.233514389838145
625,growing,0.432250672736891,0.329601650728482,0.233514389838145
626,dormant,0.379661652422375,0.297713647046868,0.213142787309487
626,growing,0.379661652422375,0.297713647046868,0.213142787309487
627,dormant,0.132706806723128,0.131448314704062,0.0636751824600778
627,growing,0.132706806723128,0.131448314704062,0.0636751824600778
628,dormant,0.175348864701108,0.17436554700373,0.0837220231175849
628,growing,0.175348864701108,0.17436554700373,0.0837220231175849
629,dormant,0.189571465365643,0.18738378411259,0.0902388442047397
629,growing,0.189571465365643,0.18738378411259,0.0902388442047397
630,dormant,0.271616395771497,0.226333953181773,0.142424156527604
630,growing,0.271616395771497,0.226333953181773,0.142424156527604
631,dormant,0.326437327096069,0.282675248463495,0.165452857292757
631,growing,0.326437327096069,0.282675248463495,0.165452857292757
632,dormant,0.322849278890304,0.278316950119791,0.16653639243581
632,growing,0.322849278890304,0.278316950119791,0.16653639243581
633,dormant,0.315111245691517,0.274205245649451,0.169914301371931
633,growing,0.315111245691517,0.274205245649451,0.169914301371931
634,dormant,0.226922275242622,0.205489359571046,0.113093600430587
634,growing,0.226922275242622,0.205489359571046,0.113093600430587
635,dormant,0.164229010407383,0.157913823423363,0.0704613865181505
635,growing,0.164229010407383,0.157913823423363,0.0704613865181505
636,dormant,0.173463520861093,0.166572146302,0.0773458994705085
636,growing,0.173463520861093,0.166572146302,0.0773458994705085
637,dormant,0.253665670481233,0.232925220966526,0.132780535567923
637,growing,0.253665670481233,0.232925220966526,0.132780535567923
638,dormant,0.321799702157225,0.28354654734362,0.170025194149888
638,growing,0.321799702157225,0.28354654734362,0.170025194149888
639,dormant,0.103127899674749,0.0999566299077306,0.0462330865499772
639,growing,0.103127899674749,0.0999566299077306,0.0462330865499772
640,dormant,0.0956466190862103,0.0909971120926633,0.0398864899129462
640,growing,0.0956466190862103,0.0909971120926633,0.0398864899129462
641,dormant,0.0920515682185334,0.087925652095007,0.038086171252152
641,growing,0.0920515682185334,0.087925652095007,0.038086171252152
642,dormant,0.0953839771499347,0.0910119365179242,0.0391410658374059
642,growing,0.0953839771499347,0.0910119365179242,0.0391410658374059
643,dormant,0.0876572697965373,0.0848708321374215,0.0355632506445582
643,growing,0.0876572697965373,0.0848708321374215,0.0355632506445582
644,dormant,0.0868668040434718,0.0840259305838711,0.0352200602344065
644,growing,0.0868668040434718,0.0840259305838711,0.0352200602344065
645,dormant,0.0996565380062431,0.0963399604173706,0.0429621626878987
645,growing,0.0996565380062431,0.0963399604173706,0.0429621626878987
646,dormant,0.08042783195865,0.0778052407477441,0.0326829217573303
646,growing,0.08042783195865,0.0778052407477441,0.0326829217573303
647,dormant,0.0937813859163382,0.0905632081501792,0.0400177966175774
647,growing,0.0937813859163382,0.0905632081501792,0.0400177966175774
648,dormant,0.0797945847525078,0.0772384798637147,0.0309193217656205
648,growing,0.0797945847525078,0.0772384798637147,0.0309193217656205
649,dormant,0.0748093684755102,0.0719495827270477,0.028960020518032
649,growing,0.0748093684755102,0.0719495827270477,0.028960020518032
650,dormant,0.0794921055444198,0.0775063528901561,0.031149000628644
650,growing,0.0794921055444198,0.0775063528901561,0.031149000628644
651,dormant,0.0607289858545347,0.0580649426790642,0.0234942118611757
651,growing,0.0607289858545347,0.0580649426790642,0.0234942118611757
652,dormant,0.0925128812568702,0.0889753315957069,0.038328365266233
652,growing,0.0925128812568702,0.0889753315957069,0.038328365266233
653,dormant,0.128677002788622,0.125190716466957,0.0528866739350826
653,growing,0.128677002788622,0.125190716466957,0.0528866739350826
654,dormant,0.107902305361506,0.106438697378644,0.0445546111929653
654,growing,0.107902305361506,0.106438697378644,0.0445546111929653
655,dormant,0.0734963544519695,0.0682496783867248,0.0239739359405542
655,growing,0.0734963544519695,0.0682496783867248,0.0239739359405542
656,dormant,0.274483699817114,0.171297424563171,0.114256349965695
656,growing,0.274483699817114,0.171297424563171,0.114256349965695
657,dormant,0.285614376296176,0.178614977573315,0.119601396282425
657,growing,0.285614376296176,0.178614977573315,0.119601396282425
658,dormant,0.268139609167258,0.165024630904539,0.113801731345808
658,growing,0.268139609167258,0.165024630904539,0.113801731345808
659,dormant,0.380872153747547,0.211003349791446,0.146104918364065
659,growing,0.380872153747547,0.211003349791446,0.146104918364065
660,dormant,0.211153650337517,0.118134613311264,0.0863383817963003
660,growing,0.211153650337517,0.118134613311264,0.0863383817963003
661,dormant,0.272544727807587,0.164675442704993,0.115905461311797
661,growing,0.272544727807587,0.164675442704993,0.115905461311797
662,dormant,0.316812510066174,0.180779274265145,0.121888127631652
662,growing,0.316812510066174,0.180779274265145,0.121888127631652
663,dormant,0.274672592428534,0.15901131148428,0.115152937322345
663,growing,0.274672592428534,0.15901131148428,0.115152937322345
664,dormant,0.382851977505006,0.151648674263667,0.12330665084761
664,growing,0.382851977505006,0.151648674263667,0.12330665084761
665,dormant,0.503897116894756,0.288708962301152,0.239005612787032
665,growing,0.503897116894756,0.288708962301152,0.239005612787032
666,dormant,0.312874049098832,0.199805606884893,0.158873678604406
666,growing,0.312874049098832,0.199805606884893,0.158873678604406
667,dormant,0.384959977785499,0.237964684672658,0.193565322677411
667,growing,0.384959977785499,0.237964684672658,0.193565322677411
668,dormant,0.245658650925377,0.135755883342329,0.106387106393366
668,growing,0.245658650925377,0.135755883342329,0.106387106393366
669,dormant,0.362535512415692,0.281354174803602,0.204546074653827
669,growing,0.362535512415692,0.281354174803602,0.204546074653827
670,dormant,0.414015602855275,0.297447776617294,0.216851192625399
670,growing,0.414015602855275,0.297447776617294,0.216851192625399
671,dormant,0.325167904491841,0.239505356669136,0.165407541238617
671,growing,0.325167904491841,0.239505356669136,0.165407541238617
672,dormant,0.292747562547565,0.208128708413677,0.137529569130303
672,growing,0.292747562547565,0.208128708413677,0.137529569130303
673,dormant,0.309501429661789,0.219532663935878,0.14898454006767
673,growing,0.309501429661789,0.219532663935878,0.14898454006767
674,dormant,0.4007319520642,0.277004857999522,0.200047382648205
674,growing,0.4007319520642,0.277004857999522,0.200047382648205
675,dormant,0.432649759396241,0.287482253843051,0.215338916116839
675,growing,0.432649759396241,0.287482253843051,0.215338916116839
676,dormant,0.431145999887002,0.274322654459618,0.203357753412223
676,growing,0.431145999887002,0.274322654459618,0.203357753412223
677,dormant,0.474979785648907,0.343463205411475,0.26457147476208
677,growing,0.474979785648907,0.343463205411475,0.26457147476208
678,dormant,0.391629234699949,0.279026795934292,0.213283728181139
678,growing,0.391629234699949,0.279026795934292,0.213283728181139
679,dormant,0.451484135071061,0.304996705098682,0.227317318285978
679,growing,0.451484135071061,0.304996705098682,0.227317318285978
680,dormant,0.448089112501703,0.304227045438788,0.226743682679576
680,growing,0.448089112501703,0.304227045438788,0.226743682679576
681,dormant,0.354678120345748,0.240009020023786,0.180362023549072
681,growing,0.354678120345748,0.240009020023786,0.180362023549072
682,dormant,0.364556338743951,0.245434186291601,0.184848792802889
682,growing,0.364556338743951,0.245434186291601,0.184848792802889
683,dormant,0.342901411719304,0.230791190054861,0.173049595822219
683,growing,0.342901411719304,0.230791190054861,0.173049595822219
684,dormant,0.350686900845235,0.241071992130106,0.182295368574474
684,growing,0.350686900845235,0.241071992130106,0.182295368574474
685,dormant,0.485075604005144,0.404997952458141,0.313632086760131
685,growing,0.485075604005144,0.404997952458141,0.313632086760131
686,dormant,0.340332027771436,0.284600915090992,0.215782162741306
686,growing,0.340332027771436,0.284600915090992,0.215782162741306
687,dormant,0.312650069661739,0.261157107064511,0.196974428209674
687,growing,0.312650069661739,0.261157107064511,0.196974428209674
688,dormant,0.119965018786608,0.119738342837012,0.0477329800597715
688,growing,0.119965018786608,0.119738342837012,0.0477329800597715
689,dormant,0.0943605321538384,0.0940685743313934,0.0352454968224276
689,growing,0.0943605321538384,0.0940685743313934,0.0352454968224276
690,dormant,0.255433358411019,0.235576435535801,0.163040188435795
690,growing,0.255433358411019,0.235576435535801,0.163040188435795
691,dormant,0.158948204767853,0.152258414003718,0.100280701026432
691,growing,0.158948204767853,0.152258414003718,0.100280701026432
692,dormant,0.132549257242098,0.132336876805624,0.0655577053819896
692,growing,0.132549257242098,0.132336876805624,0.0655577053819896
693,dormant,0.122659926463886,0.126231690646675,0.0617674076545825
693,growing,0.122659926463886,0.126231690646675,0.0617674076545825
694,dormant,0.202156926708358,0.205423269066325,0.100145998273927
694,growing,0.202156926708358,0.205423269066325,0.100145998273927
695,dormant,0.349027249090685,0.270382038537371,0.154257735057452
695,growing,0.349027249090685,0.270382038537371,0.154257735057452
696,dormant,0.285645230265159,0.277320098506633,0.172825110728667
696,growing,0.285645230265159,0.277320098506633,0.172825110728667
697,dormant,0.30232342428111,0.286680856353525,0.176003853513535
697,growing,0.30232342428111,0.286680856353525,0.176003853513535
698,dormant,0.27943861957907,0.260508964857122,0.157404839855981
698,growing,0.27943861957907,0.260508964857122,0.157404839855981
699,dormant,0.0551683480178083,0.0557164822096552,0.0268320505285368
699,growing,0.0551683480178083,0.0557164822096552,0.0268320505285368
700,dormant,0.10677138994242,0.113163307645406,0.045911091933313
700,growing,0.10677138994242,0.113163307645406,0.045911091933313
701,dormant,0.134166777725779,0.14210561065536,0.0621712046617202
